,ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Contribution_ID,Word_ID,BorrowedScore,AgeScore,SimplicityScore,Borrowed,Analyzability,Age,ContactSituation,age_label,borrowed_base,calqued,colonial_word,comment_on_borrowed,comment_on_word_form,effect,etymological_note,gloss,grammatical_info,integration,lexical_stratum,loan_history,numeric_frequency,original_script,other_comments,reference,register,relative_frequency,salience,word_source,x1,word,origin_type,source_language,original_word,source_language_short,symbol,word_form_source,n,y,color,source_language_lumped
421,8140,13,16-44,jealous,,,13,13,72212320990619698,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1387 [13],French contact [13],1387,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,498.0,jealous,immediate,French,jaloux,French,,jealous / jaloux,195,88,#221F1D,French
611,8298,13,19-565,invite,,,13,13,72212320589368128,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1548 [13],French contact [13],before 1548,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,493.0,invite,immediate,French,inviter,French,,invite / inviter,195,89,#221F1D,French
330,7847,13,11-28,injure,,,13,13,72212320336475406,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1583 [13],French contact [13],1583,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,486.0,injure,immediate,French,injurer,French,,injure / injurer,195,90,#221F1D,French
353,7893,13,12-041,in front of,,,13,13,72212320617074920,1.0,0.8,0.5,1. clearly borrowed,analyzable compound,1847 [13],French contact [13],1847,,,,The construction “in front of” has been developed within English.(first citation of FRONT in English is 1290),,Coexistence,,IN + FRONT + OF,,,,,,,,,,,Present in pre-contact environment,,483.0,in front of,immediate,French,front,French,,in front of / front,195,91,#221F1D,French
206,7548,13,7-13,hut,,,13,13,7221232013567786,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1658 [13],French contact [13],1658,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,474.0,hut,immediate,French,hutte,French,,hut / hutte,195,92,#221F1D,French
196,7532,13,6-78,headband,,,13,13,72212320502049292,1.0,0.9,0.5,1. clearly borrowed,analyzable compound,1535 [13],French contact [13],1535,Second part is a French element of Germanic origin,,,,,Insertion,,HEAD + BAND,,,,,,,Both elements reconstruct to Proto-Indo-European.,,,,Present only since contact,,462.0,headband,immediate,French,bande,French,,headband / bande,195,93,#221F1D,French
527,8336,13,20-471,guard,,,13,13,72212320140021142,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1426 [13],French contact [13],1426,,,,,,Coexistence,,,,,,,,,Frankish to French to English,,,,Present in pre-contact environment,,454.0,guard,immediate,French,garde,French,,guard / garde,195,94,#221F1D,French
164,7465,13,5-791,grease,,,13,13,72212320107274099,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1340 [13],French contact [13],before 1340,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,450.0,grease,immediate,French,graisse,French,,grease / graisse,195,95,#221F1D,French
39,7070,13,2-48,grandson,,,13,13,72212319993265467,1.0,0.9,0.5,1. clearly borrowed,analyzable compound,1586 [13],French contact [13],1586,,,,compound created in English,,Replacement,,GRAND + SON,,,,,,,"Analogical extension of “grand” to members of descending generations is an English innovation and not supported by French, which uses petit ‘little’ in this context.",,,,Present in pre-contact environment,,446.0,grandson,immediate,French,grand,French,,grandson / grand,195,96,#221F1D,French
238,7619,13,8-42,grain,,,13,13,72212320198304928,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,14th century [13],French contact [13],14th century,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,441.0,grain,immediate,French,grain,French,,grain / grain,195,97,#221F1D,French
582,8424,13,23-3,government,,,13,13,72212320592301570,1.0,0.9,0.5,1. clearly borrowed,analyzable derived,1566 [13],French contact [13],1566,,,,,,Insertion,,govern-NMLZ,,,,,,,Greek to Latin to French to English,,,,Present only since contact,,440.0,government,immediate,French,gouvernement,French,,government / gouvernement,195,98,#221F1D,French
488,8279,13,19-31,govern,,,13,13,7221232035137217,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1297 [13],French contact [13],1297,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,438.0,govern,immediate,French,gouverner,French,,govern / gouverner,195,99,#221F1D,French
263,7662,13,8-93,gourd,,,13,13,72212320922543956,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1303 [13],French contact [13],1303,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,436.0,gourd,immediate,French,gourde,French,,gourd / gourde,195,100,#221F1D,French
119,7369,13,4-842,goitre,,,13,13,72212320143345044,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1625 [13],French contact [13],1625,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,432.0,goitre,immediate,French,goître,French,,goitre / goître,195,101,#221F1D,French
281,7720,13,9-56,glue,,,13,13,72212320621403388,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1380 [13],French contact [13],1380,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,430.0,glue,immediate,French,glu,French,,glue / glu,195,102,#221F1D,French
176,7492,13,6-28,fur,,,13,13,7221232086901674,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1366 [13],French contact [13],before 1366,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,424.0,fur,immediate,French,forrer,French,,fur / forrer,195,103,#221F1D,French
134,7415,13,5-23,fry,,,13,13,7221232064651704,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1290 [13],French contact [13],c. 1290,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,422.0,fry,immediate,French,frire,French,,fry / frire,195,104,#221F1D,French
159,7457,13,5-71,fruit,,,13,13,72212320955953099,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1175 [13],French contact [13],before 1175,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,421.0,fruit,immediate,French,fruit,French,,fruit / fruit,195,105,#221F1D,French
516,8325,13,20-35,fortress,,,13,13,72212320483626470,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,14th century [13],French contact [13],14th century,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,417.0,fortress,immediate,French,forteresse,French,,fortress / forteresse,195,106,#221F1D,French
282,7722,13,9-61,forge,,,13,13,72212320350150985,0.0,1.0,1.0,5. no evidence for borrowing,unanalyzable,1390 [13],French contact [13],1390,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,414.0,forge,immediate,French,forge,French,,forge / forge,195,107,#221F1D,French
21,6997,13,1-41,forest,,,13,13,72212319231666484,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1300 [13],French contact [13],c. 1300,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,412.0,forest,immediate,French,forêt,French,,forest / forêt,195,108,#221F1D,French
478,8264,13,18-71,flute,,,13,13,72212320719636482,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1384 [13],French contact [13],c. 1384,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,408.0,flute,immediate,French,flahute,French,,flute / flahute,195,109,#221F1D,French
149,7445,13,5-55,flour,,,13,13,72212320339395301,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1660 [13],French contact [13],1660,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,405.0,flour,immediate,French,fleur (de farine),French,,flour / fleur (de farine),195,110,#221F1D,French
25,7029,13,1-82,flame,,,13,13,72212319640809058,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1384 [13],French contact [13],c. 1384,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,403.0,flame,immediate,French,flamme,French,,flame / flamme,195,111,#221F1D,French
386,8024,13,14-27,finish,,,13,13,72212320483711425,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1350 [13],Latin contact [13],c. 1350,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,400.0,finish,immediate,French,finir,French,,finish / finir,195,112,#221F1D,French
160,7459,13,5-75,fig,,,13,13,72212320595037018,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1225 [13],French contact [13],before 1225,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,396.0,fig,immediate,French,figue,French,,fig / figue,195,113,#221F1D,French
234,7600,13,8-16,fence,,,13,13,7221232046987900,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1330 [13],French contact [13],c. 1330,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,392.0,fence,immediate,French,défense,French,,fence / défense,195,114,#221F1D,French
29,7045,13,2-24,female,,,13,13,72212319384593678,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1382 [13],French contact [13],1382,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,390.0,female,immediate,French,femelle,French,,female / femelle,195,115,#221F1D,French
52,7103,13,3-13,female,,,13,13,7221232075070934,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1382 [13],French contact [13],1382,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,390.0,female,immediate,French,femelle,French,,female / femelle,195,116,#221F1D,French
430,8161,13,16-76,fault,,,13,13,7221232024511082,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1290 [13],French contact [13],c. 1290,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,387.0,fault,immediate,French,faute,French,,fault / faute,195,117,#221F1D,French
231,7595,13,8-11,farmer,,,13,13,72212320166585319,1.0,0.9,0.5,1. clearly borrowed,analyzable derived,1599 [13],French contact [13],1599,,,,,,Insertion,,farm-NMLZ,,,,,,,,,,,Present in pre-contact environment,,385.0,farmer,immediate,French,fermier,French,,farmer / fermier,195,118,#221F1D,French
131,7406,13,5-141,famine,,,13,13,7221232020360927,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1362 [13],French contact [13],1362,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,382.0,famine,immediate,French,faim,French,,famine / faim,195,119,#221F1D,French
428,8154,13,16-68,falsity,,,13,13,72212320328670396,1.0,0.9,0.5,1. clearly borrowed,analyzable derived,1579 [13],French contact [13],1579,,,,,,Coexistence,,false-NMLZ,,,,,,,,,,,Present in pre-contact environment,,379.0,falsity,immediate,French,falsete,French,,falsity / falsete,195,120,#221F1D,French
420,8139,13,16-44,envy,,,13,13,72212320279101914,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1280 [13],French contact [13],c. 1280,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,368.0,envy,immediate,French,envie,French,,envy / envie,195,121,#221F1D,French
313,7802,13,10-57,enter,,,13,13,72212320918377125,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1300 [13],French contact [13],c. 1300,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,366.0,enter,immediate,French,entrer,French,,enter / entrer,195,122,#221F1D,French
498,8294,13,19-52,enemy,,,13,13,72212320483394104,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1300 [13],French contact [13],before 1300,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,364.0,enemy,immediate,French,ennemi,French,,enemy / ennemi,195,123,#221F1D,French
412,8124,13,16-3,embrace,,,13,13,72212320551184212,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1386 [13],French contact [13],c. 1386,,,,,,Replacement,,,,,,,,,,,Formal,,Present in pre-contact environment,,362.0,embrace,immediate,French,embrasser,French,,embrace / embrasser,195,124,#221F1D,French
73,7175,13,3-77,elephant,,,13,13,72212320909609594,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1300 [13],French contact [13],c. 1300,,,,,,Insertion,,,,,,,,,Greek to Latin to French to English.,,,,Present only since contact,,360.0,elephant,immediate,French,olifant,French,,elephant / olifant,195,125,#221F1D,French
588,8432,13,23-38,election,,,13,13,72212320498888288,1.0,1.0,0.5,1. clearly borrowed,analyzable derived,c. 1270 [13],French contact [13],c. 1270,,,,,,Insertion,,elect-NMLZ,,,,,,,,,,,Present only since contact,,356.0,election,immediate,French,election,French,,election / election,195,126,#221F1D,French
64,7142,13,3-584,eagle,,,13,13,72212320381736178,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1380 [13],French contact [13],c. 1380,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,349.0,eagle,immediate,French,aigle,French,,eagle / aigle,195,127,#221F1D,French
586,8428,13,23-34,driving licence,,,13,13,72212320659405964,1.0,1.0,0.5,1. clearly borrowed,analyzable phrasal,1362 [13],French contact [13],1362,,,,,,Coexistence,,drive-ADJ-licence,,,,,,,,,,,Present in pre-contact environment,,347.0,driving licence,immediate,French,licence,French,,driving licence / licence,195,128,#221F1D,French
179,7505,13,6-42,dress,,,13,13,72212320208992411,1.0,0.9,1.0,1. clearly borrowed,unanalyzable,1638 [13],French contact [13],1638,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,345.0,dress,immediate,French,dresser,French,,dress / dresser,195,129,#221F1D,French
452,8199,13,17-43,doubt,,,13,13,72212320426955584,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1225 [13],French contact [13],1225,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,342.0,doubt,immediate,French,doute,French,,doubt / doute,195,130,#221F1D,French
209,7557,13,7-221,doorpost,,,13,13,7221232066159734,0.0,0.9,0.5,5. no evidence for borrowing,analyzable compound,1535 [13],French contact [13],1535,,,,POST is borrowed,,Coexistence,,DOOR + POST,,,,,,,,,,,Present in pre-contact environment,,340.0,doorpost,immediate,French,poste,French,,doorpost / poste,195,131,#221F1D,French
34,7054,13,2-341,divorce,,,13,13,7221231921455154,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1377 [13],French contact [13],1377,,,,,,Insertion,,,,,,,,,,,,,Present only since contact,,334.0,divorce,immediate,French,divorce,French,,divorce / divorce,195,132,#221F1D,French
308,7795,13,10-491,disappear,,,13,13,7221232048711274,1.0,0.9,0.5,1. clearly borrowed,analyzable compound,1530 [13],French contact [13],1530,,,,,,Insertion,,DIS + APPEAR,,,,,,,,,,,Present in pre-contact environment,,328.0,disappear,immediate,French,désapparaître,French,,disappear / désapparaître,195,133,#221F1D,French
235,7604,13,8-22,dig,,,13,13,72212320346891677,0.75,1.0,1.0,2. probably borrowed,unanalyzable,c. 1320 [13],French contact [13],c. 1320,,,,,,No information,,,,,,,,,"The word could originate in other West or North Germanic languages, all of which have similar forms",,,,Present in pre-contact environment,,323.0,dig,immediate,French,diguer,French,,dig / diguer,195,134,#221F1D,French
46,7079,13,2-57,descendant,,,13,13,72212319990537310,1.0,0.9,0.5,1. clearly borrowed,analyzable derived,1594 [13],French contact [13],1594,,,,,,Coexistence,,DESCEND ‘go down’ + NMLZ,,,,,,,,,,,Present in pre-contact environment,,315.0,descendant,immediate,French,descendant,French,,descendant / descendant,195,135,#221F1D,French
469,8247,13,18-34,deny,,,13,13,72212320723710303,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1300 [13],French contact [13],c. 1300,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,313.0,deny,immediate,French,denier (now nier),French,,deny / denier (now nier),195,136,#221F1D,French
522,8331,13,20-44,defend,,,13,13,72212320534453602,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1314 [13],French contact [13],c. 1314,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,308.0,defend,immediate,French,défendre,French,,defend / défendre,195,137,#221F1D,French
337,7866,13,11-64,debt,,,13,13,7221232069192001,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1300 [13],French contact [13],before 1300,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,301.0,debt,immediate,French,dette,French,,debt / dette,195,138,#221F1D,French
307,7783,13,10-44,dance,,,13,13,72212320716647208,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1300 [13],French contact [13],c. 1300,,,,,,Replacement,,,,,,,,,Paradoxically Old English expressed ‘to dance’ by the Latin loan sealtian.,,,,Present in pre-contact environment,,297.0,dance,immediate,French,danser,French,,dance / danser,195,139,#221F1D,French
587,8431,13,23-37,crime,,,13,13,72212320950177104,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1382 [13],French contact [13],1382,,,,,,Insertion,,,,,,,,,,,,,Present in pre-contact environment,,277.0,crime,immediate,French,crime,French,,crime / crime,195,140,#221F1D,French
364,7917,13,12-26,cover,,,13,13,72212320322400099,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1300 [13],French contact [13],before 1300,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,272.0,cover,immediate,French,couvrir,French,,cover / couvrir,195,141,#221F1D,French
44,7077,13,2-55,cousin,,,13,13,72212319527410438,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,before 1300 [13],French contact [13],before 1300,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,270.0,cousin,immediate,French,cousin,French,,cousin / cousin,195,142,#221F1D,French
480,8268,13,19-11,country,,,13,13,72212320677767185,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1275 [13],French contact [13],c. 1275,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,266.0,country,immediate,French,contrée,French,,country / contrée,195,143,#221F1D,French
380,7984,13,13-107,count,,,13,13,72212320149392324,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1325 [13],French contact [13],c. 1325,,,,,,Coexistence,,,,,,,,,,,,,Present in pre-contact environment,,264.0,count,immediate,French,compter,French,,count / compter,195,144,#221F1D,French
174,7489,13,6-24,cotton,,,13,13,7221232059194822,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,1300 [13],French contact [13],1300,,,,,,Insertion,,,,,,,,,Arabic to Late Latin to French to English.,,,,Present only since contact,,262.0,cotton,immediate,French,coton,French,,cotton / coton,195,145,#221F1D,French
540,8361,13,21-33,convict,,,13,13,72212320313372702,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1380 [13],Latin contact [13],c. 1380,,,,,,Replacement,,,,,,,,,,,,,Present in pre-contact environment,,250.0,convict,immediate,French,convaincre,French,,convict / convaincre,195,146,#221F1D,French
114,7352,13,4-732,conceive,,,13,13,72212320699463139,1.0,1.0,1.0,1. clearly borrowed,unanalyzable,c. 1300 [13],French contact [13],c. 1300,,,,,,No information,,,,,,,,,,,,,Present in pre-contact environment,,244.0,conceive,immediate,French,concevoir,French,,conceive / concevoir,195,147,#221F1D,French
